Word,Length,LgSUBTLWF,Concreteness_Rating,Semantic_Neighborhood_Density,Age_Of_Acquisition,BG_Sum
gram,4,2.12,4,0.48,9.41,4803
grammar,7,2.09,3.19,0.59,6.37,9830
grand,5,3.51,1.67,0.67,6.68,9103
grandchildren,13,2.3,#,0.57,5.26,22254
grandeur,8,1.58,2,0.44,11.79,13207
grandfather,11,3.09,4.86,0.63,4.39,22979
grandma,7,3.37,4.54,0.46,2.58,10865
grandmother,11,3.15,4.65,0.6,3.67,20288
grandpa,7,3.22,4.39,0.46,3.06,10226
grandparent,11,1.15,4.03,0.27,5.5,24567
grandparents,12,2.33,#,0.57,5.5,25573
grandson,8,2.61,4.3,0.6,5.89,14906
granite,7,1.91,5,0.58,12.24,15431
granny,6,2.64,4.24,0.46,4.22,7863
grant,5,3.22,3.53,0.67,12.01,10359
granted,7,2.84,#,0.65,12.01,19239
grape,5,2.31,5,0.56,3.94,6394
grapefruit,10,2.1,4.96,0.38,6.9,10496
grapes,6,2.31,#,0.57,3.94,10883
graph,5,1.59,4.66,0.58,8.16,5283
graphic,7,2.08,3.2,0.62,10.67,8661
graphite,8,1.34,4.58,0.53,10.11,12941
grasp,5,2.37,3.63,0.54,8.2,6139
grass,5,2.93,4.93,0.61,3.94,6881
grasshopper,11,1.68,4.91,0.37,5.78,18452
grassy,6,1.52,4.32,0.54,6.33,7108
grate,5,1.72,4.82,0.32,8.9,12434
grateful,8,3.13,1.78,0.56,7.42,14325
gratitude,9,2.6,2.56,0.53,8.26,18690
gratuity,8,1.23,3.27,0.24,11.89,12093
grave,5,3.13,4.56,0.62,7.06,6142
gravel,6,1.87,5,0.57,7.19,7876
graves,6,2.48,4.89,0.6,7.06,10631
gravestone,10,1.26,4.72,0.37,7.37,22443
graveyard,9,2.44,4.83,0.55,6.06,10085
gravity,7,2.55,2.86,0.61,8.39,7887
gravy,5,2.43,4.97,0.44,6,4250
gray,4,3.03,3.46,0.65,5.74,4281
graze,5,1.6,3.52,0.4,8.9,4466
grease,6,2.55,4.61,0.5,7.33,10588
greasy,6,2.3,3.82,0.36,6.39,8784
greater,7,2.91,2.35,0.68,5.05,21843
greatest,8,3.39,#,0.66,5.05,23735
greatness,9,2.33,1.69,0.5,8.33,19685
greed,5,2.39,1.53,0.52,7.63,10645
greedy,6,2.53,2.64,0.48,7.53,10795
Greek,5,2.76,#,0.66,#,6224
green,5,3.57,4.07,0.69,3.79,9976
greenery,8,0.9,4.34,0.42,9.63,19047
greenhouse,10,2.05,4.76,0.56,9.22,16443
greens,6,2.04,4.1,0.55,6.9,11832
greet,5,2.43,2.96,0.45,6.47,7514
greeting,8,2.22,3.62,0.5,6.37,23105
greetings,9,2.54,#,0.4,6.37,23378
gregarious,10,0.48,1.82,0.37,#,17828
gremlin,7,1.08,4.04,0.31,8.4,15981
grenade,7,2.37,4.9,0.56,9.72,14185
grey,4,2.67,4.11,0.64,5.74,5526
grid,4,2.45,4.55,0.61,11.63,4468
grief,5,2.74,2.7,0.56,8.39,5322
grill,5,2.36,4.86,0.54,6.53,6671
grilled,7,2.06,4.23,0.47,7.26,14572
grim,4,2.39,1.82,0.55,9.16,4508
grimace,7,1.26,3.46,0.18,12,9284
grime,5,1.34,3.85,0.35,8.72,6249
grimy,5,1.43,2.86,0.2,10.06,4608
grin,4,2.14,4.17,0.34,5.84,10517
grind,5,2.28,3.97,0.45,8.37,12279
grinder,7,1.82,4.12,0.36,8.68,21042
grip,4,2.7,4.3,0.57,6.7,4148
grit,4,1.69,3.33,0.41,9.71,5799
gritty,6,1.38,2.97,0.45,10.22,7173
grizzly,7,1.98,3.17,0.46,7.75,5877
groan,5,1.68,4.09,0.24,8.7,6794
groceries,9,2.48,4.74,0.47,5.35,19950
groin,5,1.97,4.58,0.48,9.22,10136
groom,5,2.6,4.54,0.53,7.78,5034
groove,6,2.33,3.79,0.56,8.39,6259
groovy,6,2.29,1.68,0.35,7.68,4367
grope,5,1.51,3.78,0.18,11.95,5305
gross,5,2.89,2.96,0.6,5.21,5307
grotesque,9,1.91,2.76,0.48,11.78,13720
grouchy,7,1.65,2.52,0.24,5.53,6776
ground,6,3.57,4.77,0.68,4.89,8184
grounded,8,2.6,2.07,0.56,4.89,15270
groundhog,9,1.89,4.93,0.26,6,9922
grounds,7,2.73,4.43,0.65,4.89,8599
group,5,3.58,4.12,0.7,5.94,4971
grove,5,2.3,4.76,0.61,8.21,5333
grow,4,3.48,3.03,0.64,4.79,3577
growing,7,3.18,2.89,0.67,4.79,14859
growl,5,1.71,4.3,0.29,5.79,3662
growth,6,2.52,2.89,0.66,6.7,4913
grub,4,2.15,3.86,0.31,8.95,1789
grubby,6,1.48,3.04,0.2,10.78,2036
grudge,6,2.36,2.14,0.44,10.42,3118
gruel,5,1.38,3.93,0.3,11.6,3549
gruesome,8,2.02,2.72,0.45,8.6,10044
gruff,5,1.46,2.41,0.35,8.94,1940
grumble,7,1,2.96,0.19,8.37,7068
grumpy,6,2.08,2.41,0.35,5.89,3005
grunt,5,2.06,3.56,0.3,8.79,6286
guarantee,9,3.05,1.96,0.59,11.05,18655
guard,5,3.47,4.04,0.66,6.25,4407
guardian,8,2.56,3.28,0.62,9.44,10887
guess,5,4.37,2.28,0.56,5.44,6840
guessing,8,2.74,2.85,0.4,5.44,19352
guest,5,3.31,3.83,0.65,6.21,8834
guidance,8,2.58,2.46,0.63,8.95,8706
guide,5,2.96,3.7,0.66,7.11,4260
guiding,7,2.03,2.54,0.57,7.74,14350
guild,5,2.02,2.96,0.59,12.94,2574
guilt,5,2.88,1.93,0.58,7.05,2616
guilty,6,3.5,2.36,0.61,8.05,3318
guitar,6,2.9,4.9,0.64,5.32,7832
gull,4,1.76,4.08,0.44,8.65,3029
gullible,8,1.81,1.78,0.29,10.83,10767
gully,5,1.68,4.33,0.48,10.78,4573
gulp,4,1.71,4.19,0.21,7.29,1495
gummy,5,1.59,3.7,0.26,8.89,1489
gumption,8,1.4,1.74,0.19,12.27,14139
gums,4,1.99,#,0.4,4.89,1204
gun,3,4.04,4.83,0.65,5.58,2233
gunk,4,1.4,3.46,0.16,8.11,2519
gunpowder,9,1.94,4.79,0.54,9.74,12869
guns,4,3.49,#,0.63,5.58,4089
guru,4,1.9,3.6,0.58,13.94,2397
gush,4,1.57,3.38,0.31,10,3140
gust,4,1.4,3.85,0.37,8.12,5410
gusto,5,1.67,2.25,0.29,11.53,6776
gut,3,2.7,4.15,0.53,7.17,1319
guts,4,3.08,3.85,0.45,6.96,2325
gutter,6,2.43,4.85,0.34,7.79,12548
guys,4,4.51,#,0.58,4.11,624
gym,3,2.97,4.83,0.57,6,277
gymnast,7,1.49,4.85,0.45,6.74,6782
gymnastics,10,1.9,4.04,0.56,7.74,13952
gypsy,5,2.53,4.45,0.56,8.96,782
habit,5,2.87,2.76,0.58,7.67,4944
habitat,7,2.06,3.9,0.59,9.44,11002
habitual,8,1.43,2,0.4,11.53,9184
hack,4,2.64,3.1,0.48,11.16,3551
had,3,4.93,1.77,0.7,3.72,2196
Hades,5,1.92,#,0.48,#,9286
haggle,6,1.58,2.93,0.17,12.75,6020
haha,4,1.4,#,0.24,#,2358
haiku,5,1.4,3.58,0.43,11.94,2179
hail,4,2.79,4.32,0.55,7.9,3496
haircut,7,2.63,4.77,0.39,4.05,4904
hairdo,6,1.83,4.07,0.26,6.39,4089
hairdresser,11,2.1,4.79,0.39,6.65,22692
hairless,8,1.49,4.52,0.46,8.67,12632
hairstyle,9,1.56,3.9,0.42,7.11,12119
hairy,5,2.51,4.48,0.51,5.7,3507
half,4,4.01,3.27,0.69,5.45,4310
hall,4,3.42,4.67,0.67,5.35,5826
hallelujah,10,2.68,1.67,0.38,#,11754
hallmark,8,1.82,2.89,0.51,10.42,10846
Halloween,9,2.82,3.21,0.57,#,13151
hallucinate,11,1.2,2.52,0.22,10.53,24735
hallucination,13,1.96,2.14,0.35,14.28,32231
hallway,7,2.69,4.74,0.49,5.38,6939
halo,4,1.92,4.03,0.55,6.39,5678
halt,4,2.76,3.38,0.58,8.11,4580
ham,3,2.77,4.9,0.58,4.1,2090
hamburger,9,2.6,5,0.45,5.21,12071
hamburgers,10,2.07,#,0.42,5.21,13540
hamlet,6,2.38,3.58,0.58,11.35,6897
hammer,6,2.8,4.77,0.61,5.42,10375
hammock,7,1.86,4.89,0.33,7.11,5027
hamper,6,1.86,4.21,0.36,6.8,10793
hamster,7,2.04,4.86,0.37,4.37,16409
handbag,7,2.13,4.93,0.32,7.95,8003
handcuffs,9,2.42,#,0.38,6.28,7644
handed,6,2.68,3.26,0.61,2.74,13476
handgun,7,1.83,5,0.5,7.59,8761
handicap,8,2.15,3.07,0.56,8,13235
handicapped,11,2.14,3.66,0.51,7.37,19889
handkerchief,12,2.33,5,0.36,7.22,18188
handle,6,3.74,4.57,0.63,6.3,10118
handmade,8,1.67,4.25,0.5,7.79,11804
hands,5,4.08,#,0.67,2.74,6805
handshake,9,2.19,4.52,0.34,6,10474
handsome,8,3.23,2.63,0.57,6.5,10545
handwriting,11,2.48,4.59,0.5,5.4,27212
handy,5,2.8,1.88,0.49,7.35,6540
handyman,8,1.97,4.12,0.33,7.78,11845
hang,4,3.88,3.7,0.58,6.68,8547
hanger,6,1.85,4.81,0.36,6.78,15920
hanging,7,3.44,4.03,0.6,6.68,19939
hangman,7,1.83,4.46,0.34,8.33,13770
hangover,8,2.3,3.57,0.33,13.39,17512
hanky,5,1.63,4.76,0.56,8.71,5007
haphazard,9,1.04,2.48,0.32,11.06,7580
happen,6,4.11,1.78,0.62,5.26,8003
happening,9,3.66,2.1,0.58,5.26,20335
happenstance,12,0.95,1.54,0.19,14.06,21814
happiness,9,3.1,2.6,0.58,6.17,18575
happy,5,4.23,2.56,0.65,2.72,2609
harass,6,1.84,2.67,0.43,10.84,10243
harbor,6,2.75,4.57,0.62,8.28,7890
harder,6,3.19,2,0.6,4.39,13501
hardly,6,3.42,1.62,0.6,7.54,6594
hardship,8,1.89,1.79,0.5,10.33,8060
hardware,8,2.54,4.62,0.62,8.63,12970
hardworking,11,1.89,2.48,0.42,6.56,19401
hardy,5,2.28,2.22,0.61,9.17,4888
hare,4,2.29,4.88,0.56,6.78,8652
harm,4,3.21,2.62,0.6,5,4693
harmful,7,1.83,2.19,0.57,7.63,6159
harmonica,9,1.95,4.9,0.57,7.32,15876
harmony,7,2.62,2.46,0.61,8.79,10419
harness,7,2.13,4.14,0.54,7.83,12918
harp,4,2.13,4.85,0.56,7.55,4378
harpsichord,11,1.08,4.67,0.52,12,14767
harry,5,3.62,#,0.66,#,5322
harsh,5,2.56,2.23,0.61,10.38,6874
harvest,7,2.29,4,0.59,7.4,14282
has,3,4.76,#,0.7,3.72,2597
hash,4,2.26,4.1,0.55,12.74,3892
hassle,6,2.13,2.18,0.26,8.65,8014
haste,5,2.03,2.29,0.39,9,10557
hasty,5,2.26,2.7,0.44,10.28,6864
hatch,5,2.82,4.46,0.57,7,7082
hatchet,7,2,4.93,0.36,8.2,10185
hate,4,4.04,1.97,0.59,5.53,9721
hateful,7,2.01,2.07,0.33,6.42,11612
hatred,6,2.44,2,0.57,8.72,16041
hats,4,2.7,#,0.56,3.33,6332
haughty,7,1.34,1.67,0.31,12.79,3443
haul,4,2.56,3.81,0.52,7.58,2648
haunt,5,2.26,2.03,0.44,7.95,6487
haunted,7,2.58,#,0.57,#,15367
haunting,8,2.05,#,0.53,7.95,22078
haven,5,4.28,3.38,0.61,9.13,7245
havoc,5,1.85,2.18,0.53,10.5,2433
Hawaii,6,2.79,#,0.63,#,2948
hawk,4,2.81,4.93,0.59,6.74,1384
haystack,8,1.85,4.87,0.29,6.32,9650
hazard,6,2.3,3.67,0.57,7.61,5010
hazardous,9,1.98,3.1,0.56,8,8741
haze,4,1.89,4.04,0.43,11.62,1753
hazy,4,1.62,3.15,0.3,8.72,1276
he,2,5.59,3.93,0.69,3.81,1749
headache,8,2.86,3.9,0.53,6.71,9879
headband,8,1.34,5,0.32,6.33,10689
headdress,9,1.2,4.71,0.4,9.06,15819
headed,6,3.2,2.67,0.65,3.42,11701
heading,7,3.23,3.1,0.62,3.42,17306
headline,8,2.12,4.04,0.56,8.11,16845
headphones,10,1.91,4.79,0.44,7.74,17756
heads,5,3.34,4.63,0.66,5.74,5030
headstone,9,1.72,4.39,0.38,9.44,16842
headstrong,10,1.67,2.14,0.33,11.11,20951
heady,5,1.32,1.59,0.28,12.24,4765
heal,4,2.76,3.03,0.55,7.47,6628
healing,7,2.51,2.76,0.6,7.7,20190
healthy,7,3.1,3.31,0.62,7.61,8571
heap,4,2.4,3.9,0.48,7.79,4437
heaps,5,1.43,3.42,0.37,7.79,4743
hear,4,4.45,3.66,0.62,3.8,6529
heard,5,4.3,#,0.66,3.8,7157
hearing,7,3.36,3.18,0.65,6.05,20217
hearsay,7,1.9,1.82,0.37,12.76,9157
heartache,9,1.88,2.2,0.34,9.72,14139
heartbeat,9,2.46,4.08,0.45,7.22,14447
heartbreak,10,2.05,2.15,0.47,10.32,14856
heartfelt,9,1.86,1.89,0.41,9.79,10280
hearth,6,1.54,4.38,0.39,10.05,8855
heartless,9,2.26,1.79,0.37,9.5,17428
hearts,6,3.07,4.48,0.6,5.17,8538
hearty,6,2,2.55,0.34,9.94,8234
heat,4,3.31,3.79,0.64,5.33,7745
heater,6,2.15,4.8,0.52,6.1,18302
heathen,7,1.91,3.04,0.42,9.67,14633
heather,7,2.75,3.72,0.59,9.97,16979
heating,7,2.14,3.34,0.59,7.63,23336
heave,5,2.27,3.67,0.25,9.05,5848
heaven,6,3.46,1.81,0.62,4.22,9664
heavenly,8,2.45,1.5,0.56,6.22,11332
heavy,5,3.38,3.37,0.67,4.05,3956
Hebrew,6,2.19,#,0.6,#,7414
hectic,6,1.98,1.96,0.36,9.95,11259
hedge,5,1.9,4.54,0.54,8.9,7583
hedgehog,8,1.2,4.93,0.48,8.63,9416
heedless,8,0.6,1.89,0.18,13.61,16892
heel,4,2.58,4.86,0.55,7.85,4353
heels,5,2.71,#,0.54,7.85,4768
hefty,5,1.8,3.07,0.37,10.83,3058
heifer,6,1.79,4.22,0.24,10.07,9295
height,6,2.68,3.86,0.64,5.42,3688
heights,7,2.58,#,0.62,5.42,4694
heir,4,2.43,3.21,0.58,9.56,2868
heirloom,8,1.64,3.73,0.31,9.67,6763
held,4,3.34,#,0.68,4.67,3812
helicopter,10,2.91,4.62,0.61,5.26,22667
helium,6,1.87,3.96,0.57,9.86,6916
hell,4,4.38,2.41,0.63,5.11,5100
hellfire,8,1.6,2.52,0.37,11.38,11352
hello,5,4.48,2.8,0.56,3.76,6569
helmet,6,2.69,4.92,0.57,5.71,6683
help,4,4.67,2.56,0.69,3.65,3566
helper,6,2.02,3.39,0.45,4.8,11391
helpful,7,2.79,1.76,0.57,5.44,5019
helping,7,3.41,2.53,0.65,3.65,15201
helpless,8,2.76,2.07,0.49,8.32,13819
hem,3,1.63,4.43,0.32,8.37,2760
hemisphere,10,1.89,3.58,0.57,9.85,20725
hemp,4,1.26,4.85,0.45,12.94,3638
hen,3,2.22,4.9,0.47,6.39,5565
hence,5,2.39,1.41,0.67,11.09,8595
her,3,5.16,3,0.69,5.09,7911
herb,4,2.41,4.57,0.57,9.05,8173
herbal,6,1.92,3.57,0.51,11.28,12014
herbivore,9,0.85,4.08,0.38,11.94,17214
herbs,5,2.15,4.79,0.56,8.92,8397
herd,4,2.56,4.11,0.55,7.74,8539
here,4,5.36,3.13,0.69,3.74,12453
heredity,8,1.15,1.81,0.4,11.05,21694
heritage,8,2.11,2.34,0.65,9.79,16834
hermit,6,1.79,4.29,0.49,8.47,12043
hernia,6,1.96,3.58,0.4,12.29,11022
hero,4,3.41,3.07,0.65,6.47,10054
heroic,6,2.37,1.85,0.58,8.2,12696
heroin,6,2.7,4.57,0.56,10.88,17299
heroine,7,1.88,4.21,0.56,10.68,19574
heron,5,1.18,4.38,0.47,10.35,14660
herring,7,2.19,4.68,0.54,10.2,22177
hers,4,2.91,2.61,0.55,4.39,9380
herself,7,3.43,3,0.66,6.9,13246
hesitant,8,1.34,1.88,0.45,11.22,18491
hesitate,8,2.45,2.46,0.41,8.3,20566
hesitation,10,1.98,2.59,0.45,9.6,28062
hex,3,1.83,2.16,0.44,12.42,2353
hexagon,7,0.7,4.52,0.38,7.95,8166
hey,3,4.95,1.63,0.57,#,1985
hi,2,4.45,2.67,0.54,#,1071
hiccup,6,1.45,4.31,0.23,5.35,4664
hick,4,2.01,3.45,0.33,8.94,4320
hidden,6,3.04,3.04,0.65,4.47,8555
hide,4,3.55,3.21,0.61,4.47,4533
hideous,7,2.44,2.61,0.42,9.53,7918
hiding,6,3.34,#,0.61,4.47,14623
hierarchy,9,1.52,2.59,0.59,11.11,16774
higher,6,3.15,2.93,0.68,4.58,10290
highest,7,2.81,2.72,0.66,4.58,12182
highlight,9,1.9,3.11,0.59,7.61,6827
highly,6,3.03,2.19,0.69,#,3994
highness,8,2.91,2.44,0.45,7.35,10766
highway,7,2.96,4.72,0.62,6.5,3515
hijack,6,1.9,3.33,0.34,10.76,3611
hike,4,2.52,4.14,0.49,9.4,2074
hiker,5,1.18,4.53,0.3,8.5,8236
hiking,6,2.13,#,0.57,9.4,12416
hilarious,9,2.47,2.39,0.49,8.63,16027
hill,4,3.28,4.93,0.67,3.47,4135
hillbilly,9,2.02,4.18,0.4,#,9409
him,3,5.25,3.54,0.69,3.43,1972
himself,7,3.86,3.5,0.69,5.21,6035
hinder,6,1.58,2.78,0.49,11.1,18506
hindrance,9,1.18,2.07,0.37,12.6,19762
hindsight,9,1.67,2.07,0.36,12.24,13485
hinge,5,1.48,4.57,0.42,7.95,13111
hint,4,2.67,2.33,0.52,5.95,10999
hippie,6,2.15,4.07,0.45,10.78,4192
hippo,5,1.86,4.93,0.38,5.79,3193
hippopotamus,12,1.46,4.93,0.37,7,10570
hips,4,2.49,#,0.49,6.17,1918
hipster,7,1.11,3.59,0.28,14.42,16040
hire,4,3.12,3.11,0.59,9,6437
his,3,5.04,3.14,0.7,3.69,3845
Hispanic,8,1.81,#,0.56,#,13065
hiss,4,1.68,3.6,0.35,6.33,5416
historic,8,2.27,1.93,0.65,8.47,16696
historical,10,2.43,1.93,0.67,10,21563
history,7,3.63,2.96,0.69,6.42,12164
hit,3,4.15,4.11,0.66,4.75,3263
hitch,5,2.32,3.93,0.4,9.39,5019
hitchhike,9,1.69,3.44,0.2,9.53,7100
hitchhiker,10,1.71,4.83,0.37,7.68,13262
hits,4,3.01,#,0.63,4.75,4269
hive,4,1.71,4.83,0.48,6.89,3860
hoard,5,1.38,3.33,0.38,10.61,5207
hoarse,6,1.42,3.07,0.26,7.95,8079
hoax,4,2.09,2.67,0.52,11.47,1708
hobble,6,1.28,3.82,0.18,9.12,6324
hobby,5,2.55,2.93,0.56,7.44,1800
hobo,4,1.96,4.12,0.35,8.22,2317
hoe,3,1.68,4.74,0.34,8.72,1340
hog,3,2.42,4.66,0.47,5.7,1700
holder,6,1.92,3.74,0.6,6.85,11584
holding,7,3.55,3.72,0.67,4.67,15512
holes,5,2.89,#,0.61,5.05,10397
holiday,7,3.04,2.86,0.64,5.19,7043
holidays,8,2.67,3.15,0.58,5.01,7277
holiness,8,2.2,1.56,0.55,7.88,20470
Holland,7,2.53,#,0.63,#,11373
holler,6,2.48,3.57,0.27,8.11,13687
hollow,6,2.79,3.61,0.59,7.44,6264
holly,5,2.74,4.5,0.6,7.32,5653
Hollywood,9,3.16,#,0.65,#,7489
holster,7,2.05,4.59,0.33,10.32,17029
holy,4,3.54,1.67,0.64,5.55,4036
home,4,4.6,4.11,0.69,3.87,4152
homeland,8,2.39,3.45,0.6,9.35,13150
homeless,8,2.74,3.04,0.58,7.45,15362
homely,6,1.68,2.32,0.28,11.32,7430
Homer,5,2.53,#,0.61,#,10314
homework,8,3.01,4.5,0.44,5.89,7823
homicide,8,2.89,3.82,0.57,12.94,10508
homosexual,10,2.38,3.85,0.58,12.37,10380
hone,4,1.58,2.52,0.39,12.72,8075
honest,6,3.57,1.66,0.58,5.46,16129
honestly,8,3.14,1.93,0.44,#,18093
honesty,7,2.57,1.59,0.52,5,16831
honey,5,4.19,4.88,0.59,5.44,8311
honeydew,8,1.18,4.86,0.31,7.56,11270
honk,4,2.09,4.52,0.24,5.39,6086
honor,5,3.69,1.68,0.65,7.89,9353
honorable,9,2.57,1.78,0.56,8.95,18065
hoof,4,1.95,4.89,0.4,6.9,2320
hook,4,3.29,4.79,0.6,6.26,2349
hooked,6,2.83,3.44,0.5,6.26,7732
hooker,6,2.78,4.5,0.56,11.82,9409
hooligan,8,1.58,3.59,0.29,11.75,11081
hoop,4,2.14,4.74,0.44,6.11,2871
hooray,6,2.47,2.63,0.27,5.95,8407
hoot,4,2.13,3.88,0.29,7.78,3025
Hoover,6,2.21,3.76,0.56,9.16,10724
hooves,6,1.83,#,0.39,6.9,9051
hope,4,4.21,1.25,0.67,4.89,3608
hopeful,7,2.19,1.7,0.46,6.84,5499
hopefully,9,2.78,2,0.52,#,8660
hopeless,8,2.66,1.59,0.46,8.2,14818
horde,5,1.77,3.7,0.51,10.58,7177
horizon,7,2.36,4.44,0.58,8.3,12063
horizontal,10,1.89,3.46,0.6,8.15,20022
hormone,7,1.85,3.33,0.57,12,12376
hormones,8,2.28,#,0.56,12,16865
hornet,6,1.84,4.96,0.52,7.28,8050
horns,5,2.5,#,0.57,4.84,6277
horny,5,2.63,2.87,0.31,12.94,4577
horoscope,9,1.79,3.29,0.3,10.37,12700
horrendous,10,1.72,2.07,0.33,9.94,18377
horrible,8,3.34,2.2,0.55,5.81,12390
horrid,6,2.1,2.14,0.31,8.5,8246
horrific,8,1.85,2.5,0.48,9.8,10995
horrified,9,1.86,2.56,0.57,8.25,14441
horrifying,10,1.91,2.52,0.36,7.58,18975
horror,6,2.67,2.5,0.62,7.58,9423
horse,5,3.68,5,0.66,4.15,7448
horses,6,3.32,#,0.64,4.15,11937
horseshoe,9,1.72,5,0.55,5.85,14572
hose,4,2.62,4.87,0.52,5.33,4070
hospital,8,3.8,4.64,0.66,5.55,10807
hospitality,11,2.37,2.15,0.56,8.78,16434
host,4,2.89,3.63,0.67,8.05,5604
hostage,7,2.87,4.26,0.57,9.89,9476
hostel,6,1.48,3.9,0.52,15.58,11733
hostess,7,2.28,4.12,0.46,8.47,16059
hostile,7,2.66,2.62,0.61,9.9,15229
hotel,5,3.72,4.93,0.66,6.05,8228
hotter,6,2.38,3.38,0.46,3.37,13328
hound,5,2.41,4.48,0.51,5.74,6487
hour,4,3.92,3.1,0.66,5.85,4223
hourglass,9,1.7,4.93,0.35,8.58,10007
hours,5,4.04,#,0.67,5.85,5692
household,9,2.55,3.86,0.6,7.56,9322
houses,6,2.99,#,0.67,3.16,10857
housewife,9,2.26,4.43,0.48,8.28,8219
housework,9,1.81,4.1,0.3,7,10039
housing,7,2.32,4,0.64,8.72,16849
hover,5,1.78,3.17,0.41,8.58,9798
how,3,5.19,1.35,0.69,5.36,1880
howdy,5,2.82,2.27,0.27,#,2062
however,7,3.36,1.79,0.7,7.14,10907
howl,4,2.03,3.83,0.38,5.55,1965
hub,3,2.2,3.59,0.59,10.11,667
hubris,6,1.18,#,0.3,13.73,6875
hue,3,1.86,3.66,0.5,10.12,693
hug,3,2.99,4.14,0.44,2.58,607
huge,4,3.39,3.54,0.67,4.9,1818
huh,3,4.35,1.68,0.31,#,297
hula,4,2,4.58,0.38,7.72,3344
hulk,4,2.32,3.39,0.56,9.06,1431
hull,4,2.33,4.29,0.62,9.59,2942
hum,3,2.39,4.62,0.42,5.8,920
human,5,3.8,4.93,0.68,4.83,6083
humane,6,1.97,1.79,0.52,9.37,8358
humanity,8,2.7,2.36,0.61,9.28,10480
humans,6,2.92,#,0.64,4.83,7939
humble,6,2.7,1.73,0.56,8.89,5946
humid,5,1.66,3.48,0.56,8.56,3138
humidity,8,1.84,3,0.58,9.8,7894
humiliate,9,2.33,2.07,0.35,8.89,16168
humiliation,11,2.38,1.96,0.49,8.21,23664
humility,8,2.09,1.75,0.49,10.21,9351
hummingbird,11,1.51,4.96,0.37,6.95,15560
humor,5,2.93,2.26,0.6,7.17,4638
hump,4,2.35,4.36,0.39,6.11,1798
hunch,5,2.58,2,0.24,8.68,5061
hundred,7,3.6,3.2,0.66,5.47,13331
hung,4,3.16,3.31,0.59,6.68,6065
hungry,6,3.6,2.9,0.56,3.63,7447
hunk,4,2.42,3.79,0.25,8.33,2432
hunt,4,3.12,3.81,0.65,6.06,5164
hunter,6,2.97,4.41,0.65,6.53,15721
hunting,7,3.03,3.96,0.63,7.26,20755
hurdle,6,1.58,3.97,0.42,8.75,6000
hurl,4,1.85,4.1,0.31,8.06,1927
hurray,6,1.94,2.48,0.16,5.25,5755
hurricane,9,2.65,4.59,0.6,7.35,14949
hurried,7,1.8,2.76,0.4,4.44,10834
hurry,5,3.95,2.63,0.45,4.44,2856
hurt,4,4.1,3.61,0.61,4,2647
hurtful,7,1.77,2.65,0.27,7.75,4163
hurting,7,2.99,3.03,0.46,4,18238
hurts,5,3.28,#,0.46,4,3653
husband,7,4,4.11,0.65,5.53,7832
hush,4,2.59,3.04,0.4,4.44,3053
hushed,6,1.42,2.39,0.23,7.21,9287
husk,4,1.34,4.86,0.32,8.63,1984
husky,5,1.91,3.59,0.41,10.21,2077
hustle,6,2.61,2.96,0.4,9.72,9159
hustler,7,2.18,3.67,0.42,12.74,15321
hut,3,2.83,4.65,0.56,8.1,1232
hydrate,7,1.42,3.32,0.39,10.22,12380
hydrogen,8,2.14,3.32,0.59,11,8370
hyena,5,1.86,4.57,0.35,6.61,5674
hygiene,7,2.04,3.11,0.56,9,8191
hymen,5,1.42,4.66,0.22,13.81,5948
hymn,4,1.92,4.04,0.56,7.5,452
hyphen,6,1.08,4.11,0.37,8.53,6480
hypnosis,8,2.01,2.78,0.47,9.44,6478
hypnotic,8,1.83,1.96,0.45,11.7,9150
hypnotize,9,1.51,2.48,0.27,9.89,7958
hypocrite,9,2.22,2.55,0.26,11.65,12329
hypocritical,12,1.81,2.3,0.35,10.63,19870
hypodermic,10,1.54,3.58,0.3,13.06,14983
hypothesis,10,1.65,2.12,0.6,11.89,14361
hysteria,8,2.07,2.86,0.43,12.06,18599
hysterical,10,2.56,2.65,0.41,10.94,24638
I,1,6.31,3.93,0.69,2.79,#
iceberg,7,1.97,4.96,0.4,8.21,11504
icebox,6,2.1,4.71,0.17,7.11,5038
iced,4,2.34,3.79,0.37,7.44,8424
Iceland,7,1.66,#,0.59,#,12937
icicle,6,1.2,4.96,0.26,5.78,9580
icing,5,1.86,4.66,0.37,5.53,14107
icon,4,1.95,3.46,0.59,10.11,9386
icy,3,2.13,4.22,0.48,5.83,2483
Id,2,2.23,2.39,0.62,12.41,861
idea,4,4.26,1.61,0.68,5.95,5277
ideal,5,2.57,1.37,0.64,9.5,8341
ideas,5,3.3,#,0.66,5.95,6729
identical,9,2.45,3.5,0.64,8.72,22232
identification,14,2.61,3.4,0.63,8.68,36543
identify,8,2.92,2.64,0.64,8,15690
identity,8,2.82,2,0.66,9.45,17952
ideology,8,1.53,1.62,0.59,12.67,7112
idiocy,6,1.48,1.75,0.21,11,6071
idiom,5,1.11,2.42,0.5,14.06,6463
idiot,5,3.53,3.32,0.48,6.5,6151
idiotic,7,2.3,1.88,0.26,8.79,13220
idle,4,2.15,2.79,0.55,8.9,4589
idol,4,2.15,3.63,0.6,8.37,2747
if,2,5.26,1.19,0.69,5.36,518
igloo,5,1.2,4.73,0.27,5.42,3664
ignite,6,1.72,4.04,0.44,9.82,9167
ignition,8,2.33,3.37,0.56,12.21,16663
ignorance,9,2.27,1.6,0.56,10.21,14253
